detail.requirements,detail.main_tasks,detail.preferred_points
"• 3년 이상의 Elasticsearch 기반 검색 시스템 개발 및 운영 경험 (필수)
• MSA 환경에서의 Spring Framework 기반 웹 애플리케이션 서버 개발 경험
• Spring Batch 기반 배치 애플리케이션 개발 및 운영 경험
• 정보 검색 시스템의 구조 전반에 대한 포괄적 이해
• Elasticsearch/Lucene의 도큐먼트 색인·검색 과정 및 분석기에 대한 이해
• JVM 기반 백엔드 웹 애플리케이션 서버 개발 및 운영에 대한 이해
• AWS 등 클라우드 기반 인프라 환경에 대한 이해
• 운영 중인 서비스에 대한 강한 책임감과 오너십을 가지고 주도적으로 개선점을 찾아내고자 하시는 분
• 현상에 대한 근본 원인을 찾기 위해 끈질기게 매달리고 문제의 해결책을 찾는 과정을 즐기시는 분
• 동료와 지식·문제를 공유하며 함께 성장하고 배우고자 하는 태도를 지니신 분","직무소개
크몽의 검색 엔지니어는 사용자 탐색 여정의 핵심인 검색 시스템을 설계, 개발, 유지보수하고, 안정적으로 운영합니다.
• 검색 품질과 성능을 개선하여 사용자들에게 더 빠르게 양질의 검색 결과를 제공함으로써 사용자 경험을 향상시킵니다.
• 검색 시스템의 로그와 지표 등을 모니터링하고 분석하여 다양한 문제와 이슈를 파악하고 해결합니다.
• 검색 시스템의 안정적인 운영을 위해 백엔드팀, SRE팀, 데이터팀과 유기적으로 협업합니다.
• 이를 통해 크몽 검색 시스템 전체에 걸쳐 높은 수준의 안정성과 신뢰성을 확보합니다.

주요업무
• Spring Boot 기반 검색/색인 애플리케이션 개발 및 서비스 배포
• Spring Batch 기반 일괄 재색인 배치 파이프라인 개발 및 운영
• 검색어 자동완성, 연관 검색어 추천, 컨텐츠 검색·집계 등의 기능 개발 및 개선
• Elasticsearch 기반의 검색 인프라 설계, 구축, 운영 및 개선
• 검색 품질 고도화를 위한 다양한 기술 리서치, 도입 및 적용
• 검색 서비스 로그 및 성능 지표 모니터링 및 이슈 대응
• 검색 로그 분석 및 개선을 위한 데이터 기반 인사이트 도출","• MSA 환경에서의 Apache Kafka 기반 Event-driven 애플리케이션 개발 경험
• 벡터 임베딩, kNN 검색 등의 기술을 활용한 시맨틱 검색, 또는 RAG 시스템 구축 경험
• 개인화 컨텐츠 추천 시스템 구축 경험
• 프로덕션 서비스에 OpenAI API 등 외부 AI API 연동 및 운영 경험
• Kibana, Datadog 등 모니터링 도구 활용 경험"
"-  Java, Spring Framework 기반 백엔드 경력을 가지신 분                        
  •   클라우드(AWS) 서버 운영 및 배포 경험이 있으신 분
  •   데이터베이스(RDBMS) 설계 및 운영 경험이 있으신 분                        
  •   Git을 이용한 형상관리와 Git-Flow 기반의 협업 경력이 있으신 분                        
  •   유연한 의사소통을 비롯한 협업 능력을 갖추신 분
  •   스타트업에서 일할 자세를 갖추고 있고 성장하고자 하는 열정과 끈기가 있으신 분","•  Java, SpringBoot 기반 REST API 서버 개발 및 최적화                    
   •  클라우드 기반(AWS) 서버 운영 및 모니터링
   •  어드민 시스템의 백엔드 서버(Java, SpringBoot) 개발 및 유지·보수
   •  데이터베이스 설계 및 쿼리 최적화                  
   •  사용자 입장에서 문제를 파악하고 개선을 위한 대안 설정                     
   •  기타 서비스 성장에 필요한 다양한 업무","•  유연한 의사소통을 비롯한 협업 능력을 갖추신 분
   •  Docker를 비롯한 컨테이너 환경에서의 프로세스 배포 경험이 있으신 분
   •  MariaDB 기반 설계 및 쿼리 최적화 경험이 있으신 분
   •  대용량 트래픽 및 대규모 데이터 처리 경험이 있으신 분
   •  서비스의 유지보수와 확장성을 고려한 설계 경험이 있으신 분
   •  모니터링 시스템 기반 서버 운영 및 CI/CD 구축 경험이 있으신 분"
"• 서버 개발 경험이 있거나 이에 준하는 서버 사이드 개발 역량을 보유한 분
• 멀티스레딩, 비동기 프로그래밍에 대한 경험과 이해가 있는 분
• 다양한 OS,  네트워크, 시스템 프로그래밍에 대한 기본적인 이해가 있으신 분","• 유저 간 화면 및 음성 공유를 위한 서버 통신 클라이언트 네트워크 라이브러리 개발
• 통신 안정성과 속도를 향상 시키기 위한 다양한 기술 연구 및 적용
• 개발 및 배포 자동화 프로세스의 고도화
• 코드 리뷰 등 팀 내 다양한 개발 문화 조성 및 강화","• Asterisk 관련 개발 경험이 있는 분
• WebRTC 개발 경험이 있는 분
• 개발 자동화 및 효율적인 개발 환경에 관심이 많은 분
• 개인과 조직의 성장 방향에 대해 꾸준히 고민하고 개선하려는 분"
"• 학력 : 4년제 대학 졸업 이상 (졸업예정자 가능)
• 경력 : 경력무관
• Kotlin + Spring boot 프로젝트 경험","• Kotlin + Spring Boot 기반 백엔드 API 개발 및 유지보수
• 프론트엔드 개발자와 협업

사용 기술
• 언어: Kotlin 1.9.25
• 프레임워크: Spring Boot 3.4.1
• 보안: Spring Security, JWT
• 데이터베이스: PostgreSQL, Spring Data JPA
• 캐싱: Caffeine
• 이메일: Spring Mail + Gmail SMTP
• 파일 스토리지: AWS S3
• 결제 통합: Portone API
• 푸시 알림: Firebase
• API 문서: Swagger/OpenAPI 3.0
• 클라우드: AWS
• 데이터베이스 호스팅: Supabase","• 클라우드 환경 (AWS) 관리 및 배포 경험자
• PostgreSQL 혹은 MySQL 사용에 익숙하신 분
• Supabase를 사용하여 프로젝트 진행해보신 분"
"• 관련 경력 3년 이상 또는 그에 준하는 뛰어난 역량을 갖추신 분을 찾습니다.
• TypeScript와 Node.js를 활용한 웹 서비스 개발에 능숙하며 관련 개발 경험을 가지고 있는 분을 찾습니다.
- Git을 능숙하게 사용하여 버전 관리 및 협업 프로젝트를 효율적으로 진행할 수 있는 분을 찾습니다.
• 주어진 요구사항을 분석하고, 문제 해결 능력을 발휘하여 효율적인 코드를 작성할 수 있는 분을 찾습니다.
• 라이브 서비스 운영 경험이 있으며, 서비스 문제 발생 시 신속하게 대응하고 해결할 수 있는 분을 찾습니다.
- GCP, AWS 등 Public Cloud 환경에서 실제 서비스를 설계, 구축, 운영해 본 경험이 있는 분을 찾습니다.","• 공통 서비스 아키텍처 설계 : 우리 회사의 다양한 서비스들이 효율적으로 작동하도록, 재사용 가능하고 확장성 높은 공통 서비스 아키텍처를 설계하고 개발합니다.
• 전사 공용 서비스 개발 및 유지보수 : 전사적인 생산성과 효율성을 높일 수 있는 공용 서비스들을 직접 개발하고, 안정적인 운영과 지속적인 개선을 책임집니다.
• 신규 서비스 웹 서버 개발 : 새로운 서비스를 위한 웹 서버를 설계 개발하고 유지보수 합니다.
• 제공 기술 및 서비스 문서화 : 개발된 기술과 서비스에 대한 명확하고 상세한 문서를 작성하여, 전사 조직에 지식 공유를 활성화하고 효율적인 협업을 지원합니다.","• 새로운 기술 트렌드에 대한 깊은 관심과 함께, 신기술 도입 및 적용에 적극적으로 참여하고자 하는 열정이 있으신 분이면 더 좋습니다. 
• 대규모 서비스 및 트래픽을 안정적으로 처리할 수 있는 아키텍처를 설계하고 운영해 본 경험이 있으신 분이면 더 좋습니다. 
• 제공하는 서비스에 대한 적극적인 기술 가이드 제공 경험이 있거나, 이를 통해 동료들의 성장을 돕는 것을 좋아하시는 분이면 더 좋습니다. 
• 개발 과정에서 문서화의 중요성을 이해하고, 명확하고 체계적인 문서 작성을 통해 지식 공유와 협업에 기여할 수 있는 분이면 더 좋습니다. 
• AI(인공지능) 개발 관련 경험이 있거나, AI 기술을 서비스에 접목하여 새로운 가치를 만들어 본 경험이 있으신 분이면 더 좋습니다."
"[이런 분과 함께하고 싶어요]
• 백엔드 개발 실무 7년 이상 또는 그에 준하는 역량을 보유하신 분
• Java, Spring FW, RDBMS 개발 경험을 갖추신 분
• RESTful 또는 gRPC 설계, 개발 경험을 갖추신 분


[이런 경험이 있다면 N배 좋아요]
• 클라우드 플랫폼(AWS, GCP, Azure) 환경에서의 개발 및 운영 경험이 있는 분
• 대용량 트래픽 서비스 개발 및 운영 경험이 있는 분
• Kubernetes 환경의 개발 및 운영 경험이 있는 분
• MSA, SRE 경험이 있는 분
• 문제 해결 능력과 적극적이고 투명한 커뮤니케이션 역량을 보유한 분","[함께 할 업무예요]
• 레저 서비스 개발 및 운영을 담당해요.
• 레저 상품 중개 플랫폼을 설계하고 API를 개발해요.
• 사용자 프런트엔드 및 공급자, 판매자, 운영자 백오피스 설계와 개발을 담당해요.",
"• 학사 + 개발 경력 6년 이상 / 전문학사 + 개발 경력 9년 이상 / 기사 자격 + 개발 경력 4년
• JAVA / Kotlin - Spring Framework 개발에 능숙한 분
• DBMS 를 이해하고 데이터 모델링 경험이 있으신 분
• 설계부터 출시까지 기술적 자립이 가능하신 분
• 디하이의 문화를 존중하고 함께 참여하실 분","• 자사 솔루션 개발 및 운영
• 파트너사에서 의뢰한 프로젝트 개발","• 개발 언어, 프레임웍에 종속되지 않고 다양한 개발 언어와 환경을 학습하는데 거부감이 없으신 분
• 외부 SDK 적용 개발 경험이 있으신 분
• 레거시 코드를 새롭게 리팩토링한 경험이 있는 분
• JPA, QueryDSL 등 ORM 사용 경험 있으신 분
• 컨테이너 기반 기술(Docker/ECS/K8S) 에 경험이 있으신 분"
"• 경력 3년 이상 시스템 소프트웨어 개발 경험
• 영상 이미지 처리 및 컴퓨터 비전 알고리즘 개발 경험
• OpenCV 등 영상처리 라이브러리 사용 경험
• C, C++ 언어에 능숙한 분
• 리눅스 환경에서의 시스템 소프트웨어 개발 및 최적화 경험
• 이력서 및 경력기술서 제출
• 포트폴리오 또는 GitHub 링크 제출","• 스마트팜 영상 모니터링을 위한 실시간 이미지/비디오 처리 시스템 개발
• 컴퓨터 비전 알고리즘 최적화 및 시스템 레벨 구현
• 스마트팜 및 IoT 환경을 위한 시스템 소프트웨어 개발 및 최적화
• 리눅스 기반 서버 및 엣지 디바이스 소프트웨어 설계 및 유지보수
• 영상 데이터 파이프라인 및 실시간 처리 시스템 개발
• AI 및 IoT 데이터를 처리하는 실시간 시스템 개발
• 디바이스 드라이버, 펌웨어 및 네트워크 프로토콜 개발
• GPU 가속 영상 처리 및 고성능 시스템 성능 튜닝
• 웹서비스, AI 및 하드웨어 팀과 협업하여 시스템 통합 및 테스트 진행","• 실시간 영상 스트리밍 및 비디오 코덱 최적화 경험
• 객체 검출, 이미지 분할, 영상 분석 알고리즘 구현 경험
• GPU 기반 영상처리 가속화 경험
• 카메라 하드웨어 제어 및 영상 캡처 시스템 개발 경험
• IoT, AI 관련 시스템 소프트웨어 개발 경험
• javascript, node.js 사용 가능자
• 임베디드 리눅스 및 펌웨어 개발 경험
• 멀티미디어 프레임워크 경험
• SIMD 등의 하드웨어 가속 기술 활용 경험
• 멀티스레딩 및 병렬 처리 시스템 개발 경험
• 컨테이너 환경 및 가상화 기술 경험
• 실시간 데이터 처리 및 분산 시스템 설계 경험
• 대규모 데이터 처리 및 성능 최적화 경험
• 네트워크 프로토콜 개발 및 최적화 경험
• 보안 및 네트워크 최적화 경험"
"- Elasticsearch, Solr 등 검색엔진을 충분한 트래픽을 받는 상황에서 구축 및 운영한 경험이 있는 분
- 웹 애플리케이션과 검색 서비스 아키텍처에 익숙한 분
- 새로운 지식과 기술을 받아들여 실제로 필요한 문제를 푸는 데 사용하기를 즐기는 분
- 원활한 커뮤니케이션을 지향하고 배려하는 마음을 보유한 분","- 배달의민족 음식 배달/포장과 커머스 서비스의 검색에 사용되는 검색엔진 클러스터를 운영해요
- 검색에 필요한 데이터를 효율적으로 적재해요
- 사용자 검색어 의도 분석 모듈과 리랭킹 모듈을 만들고 개선해요","- 검색 결과를 개선하는 데 필요한 요소를 발굴하고 만들어본 분
- Kubernetes 환경에서 Statefulset 애플리케이션 운영 경험이 있는 분
- 각종 장애 극복 경험이 있는 분
- 검색 결과가 빨리 나오길 원하는 배고픈 사용자의 마음에 공감하는 분

[개발환경]
- 주요 기술: Elasticsearch(검색, 색인, 형태소 분석), Java, Spring Framework
- 업무 도구: GitLab, Slack, Jira, Confluence, Jenkins
- 코드 리뷰: GitLab merge request를 사용한 코드 리뷰 및 페어 프로그래밍 
- 테스트/빌드/배포: GitLab CI/CD 파이프라인을 통한 자동화 테스트 및 정적분석, 사내 배포 플랫폼 연동
- 컨벤션: 팀 내 컨벤션 규칙을 준수할 수 있도록 가이드 제공"
"• 서버 개발 경력 6년 이상이신 분을 원해요.
• Java8 이상/Kotlin/Spring 및 Spring boot/JPA/Junit 등 주요 언어 및 웹개발 프레임워크 활용 능력 및 경험을 보유하신 분을 원해요.
• REST API 및 RDBMS 기반의 웹애플리케이션 설계/개발/운영 경험을 보유하신 분을 원해요.
• OOP와 Functional Programming 기반의 소프트웨어 디자인/개발 능력이 있으신 분을 원해요.
• 사업/PM/디자인/QA 등 다양한 직군과의 협업 능력이 원활하신 분을 원해요.
• 논리적이고 체계적인 문제해결 능력 및 커뮤니케이션 능력이 있으신 분을 원해요.
• 금융·트레이딩 도메인, 특히 WTS/MTS 서비스의 기술적 요구사항에 대한 깊은 이해와 관심이 있는 분을 원해요","• Web Trading System(WTS)의 핵심 시스템 설계 및 개발 개발하고 고도화해요.
• 국내외 거래소 및 브로커의 API와 연동하여 대량의 시세 및 체결 데이터 파이프라인을 구축하고 운영해요.
• 높은 안정성과 성능을 보장하는 주문처리 모듈을 설계하고 운영해요.
• WTS 트레이딩 로그 및 장애 모니터링 시스템을 구현해서 안정적인 운영 환경을 구축해요.
• 투자 자문, 포트폴리오 운영 플랫폼 등 미래 서비스의 기술적 비전을 제시해요.","• Micro Service Architecture를 이해하고 있고 서비스 설계 및 운영 경험을 보유하신 분이면 좋아요.
• Redis, Kafka 등을 활용한 개발/운영 경험이 있으신 분이면 좋아요.
•  k8s, AWS 등의 인프라 환경에서 개발/운영 경험이 있으신 분이면 좋아요.
• 대용량 트래픽 처리 시스템 개발/운영 경험이 있으신 분이면 좋아요.
• 알고리즘(올림피아드, ACM/ICPC, 기타대회) 경력자이시면 좋아요.
• 금융/핀테크업에서 기술혁신을 주도한 경험이 있으신 분이면 좋아요."
"• 빠른 실험 및 제품 개선 사이클에 익숙하신 분
• 피드백에 적극적이고 긍정적이신 분
• 본인의 성장이 서비스의 성장에 직결된다는 데에서 의미를 느끼시는 분
• Python 기반 서버 개발에 능숙하고, 데이터베이스 및 REST API 설계 경험이 많으신 분
• AsyncIO 등 비동기 아키텍처에 익숙하신 분","• 캐럿 앱/웹 ​제품의 백엔드 ​개발을 담당해요.
• FastAPI로 신규 API와 데이터베이스를 설계, 개발해요.
• 대용량 트래픽을 빠르고 안정적으로 처리할 수 있도록 튼튼하고 안전한 시스템을 개발해요.
• 서비스가 안정적으로 운영될 수 있도록 모니터링, 알림, CI/CD 파이프라인 체계를 구축하고 개선해요.
• 서비스의 빠른 배포 주기에 맞춰 팀과 긴밀히 협업해요.","• Kotlin 및 Spring 프레임워크에 대한 기본적인 이해가 있으신 분
• LLM을 비롯한 생성형 AI를 활용한 제품 개발에 관심이 있는 분
• AWS 기반 시스템에 익숙하신 분
• 대용량 트래픽을 안정적으로 처리하기 위한 최적화 경험이 많으신 분
• 빠르고 안정적인 개발을 위한 CI/CD 경험이 많으신 분"
"※ 백엔드 개발 경력 3년 이상

[하드 스킬]
• Kotlin+Spring 실무 경험
    - 현대적인 백엔드 프레임워크를 활용한 API 개발 경험이 필요합니다.
• 실무 경험 관계형 데이터베이스 활용 경험
    - MySQL, PostgreSQL 등을 활용한 데이터 모델링 및 쿼리 작성 경험이 필요합니다.
• Git을 활용한 버전 관리 및 협업 경험
    - 팀 단위 개발 프로젝트에서 체계적인 버전 관리 경험이 필요합니다.


[소프트 스킬]
• 적극적인 커뮤니케이션 능력
    - 동료 개발자, 기획자, 디자이너와 원활하게 소통하며 협업할 수 있는 능력이 필요합니다.
• 조직 순응성
    - 우리는 긍정적이고 협력적인 팀 환경을 중시합니다. 조직의 목표와 가치에 부합하는 방향으로 노력하며, 팀원들과의 원활한 소통을 통해 조직적인 목표를 달성합니다. 관대함과 포용력이 필요합니다.
• 자기 비판적 사고
    - 우리는 성장과 발전을 위해 자기 비판적인 사고를 즐깁니다. 실수를 학습의 기회로 삼고, 지속적인 개선을 통해 높은 수준의 업무 퍼포먼스를 유지합니다. 피드백을 긍정적으로 받아들입니다.
• 긍정적인 마인드셋
    - 변화와 도전에 긍정적으로 대처할 수 있는 성향을 가진 개발자를 찾습니다. 어려운 상황에서도 긍정적인 태도를 유지하며 문제를 해결하는 데에 적극 참여하는 분을 환영합니다.","[담당 업무]
• AI 서비스 백엔드 개발
    - 신규 AI 커리어패스 에이전트 서비스의 백엔드 기능 개발 및 유지보수를 담당합니다.
• 안정적인 서비스 운영
    - 서비스의 안정성과 성능을 유지하기 위한 모니터링, 버그 수정, 성능 최적화 업무를 수행합니다.
• 코드 품질 향상 및 기술 부채 해결
    - 깔끔하고 유지보수가 쉬운 코드를 작성하며, 기존 시스템의 개선점을 찾아 적용합니다.
• 팀 내 기술 공유 및 협업
    - 동료들과 기술적 지식을 공유하고, 코드 리뷰를 통해 함께 성장합니다.","• CI/CD 파이프라인 구축 또는 개선 경험이 있는 분
    - 개발 효율성과 배포 안정성을 높이기 위한 자동화 경험이 있는 분을 선호합니다.
• 클린 코드와 리팩토링에 관심이 많은 분
    - 읽기 좋고 유지보수하기 쉬운 코드를 작성하는 것을 중요하게 생각하는 분을 선호합니다.
• AWS, GCP 등 클라우드 서비스 활용 경험이 있는 분
• Redis, Elasticsearch 등 다양한 데이터 저장소 활용 경험이 있는 분
• Docker 등 컨테이너 기술 활용 경험이 있는 분"
"#Experience
• Digital OOH 관련 업무 경험자
• JavaScript 및 CSS 다수 경험자
• API 연동 및 Grid Tool 경험자

#Skill / Knowledge
• 원활한 커뮤니케이션과 긍정적인 업무 태도
• Java, Oracle, Spring Framework 개발 경험 보유
• Web/Was에 대한 이해 및 관리 경험","• 광고 시스템 개발/운영
• Front-end/Back-end/인터페이스 시스템 개발/운영
• 광고 운행 시스템 內 운행 Schedule Control 및 Back-end(백오피스), 
   Front-end(광고Player) 인터페이스 시스템을 개발/운영한다
• 대용량 트래픽 시스템의 안정적 운영을 위해 유지/관리 업무 수행","• 디지털 광고 관련 시스템 업무 경험
• 광고 매체 API연동 및 프로시저 개발 경험
• OSS(Kafka, Mqtt 등) 활용 개발 경험보유(우대)"
"• 경력 3년 이상 ~ 5년 이하
• 대학교졸업(4년)이상
• Spring Boot를 이용한 개발 경험이 있으신분
• RestAPI 설계 구현 및 유지보수 경험자
• 데이터베이스 관리 경험(MariaDB, PostreSQL)
• Docker, Kubernetes, Jenkins 사용 경험
• 성격이 활발하고 커뮤니케이션에 열려있는 분","• 자사 플랫폼 백엔드 기능 개선 업무
• 신규 플랫폼 시스템 개발 및 DB 설계
• 팀과 협업하여 문제 해결",
"1. Node.js 및 C++ 기반 백엔드 개발 경력 3년 이상
2. 소켓 통신, 멀티스레드 처리, 네트워크 프로토콜에 대한 이해
3. 자율적이며, 창의적 문제 해결에 열려 있는 분","1. Node.js 및 C++ 기반 서버 아키텍처 설계 및 개발
2. 실시간 데이터 통신 시스템 및 시뮬레이션 연동 백엔드 구현
3. Unreal Engine 기반 콘텐츠와의 통합 개발
4. 고성능 환경에 맞춘 네트워크 최적화 및 성능 개선
5. 프로젝트 팀(디자이너, 그래픽 아티스트, UX 디렉터 등)과의 긴밀한 협업","1. 실시간 시뮬레이션 또는 대용량 데이터 처리 경험자 우대
2. Unreal Engine 연동 혹은 CAN 통신 프로토콜 경험자 우대
3. 실시간 시뮬레이션 또는 대용량 데이터 처리 경험자 우대"
"• 경력 1~15년 (주니어도 지원 가능)
• 웹 개발 전반에 대한 이해 (프론트엔드 우선 /백엔드)
• 빠른 프로토타이핑 능력
• 클라우드 서비스 활용 경험
• 새로운 기술 학습에 대한 적극성","아이디어를 빠르게 구현하여 사용자에게 전달할 수 있는 개발자를 찾습니다. 기술적 완성도보다는 빠른 실행력과 문제 정의 및 해결 능력을 중시하며, 독립적으로 실행 가능한 역량 있는 개발자 분을 찾고 있어요!

• 신사업 아이디어를 빠르게 구현하여 MVP 제작
• 웹 프론트엔드 및 백엔드 시스템 개발
• 확장 가능한 아키텍처 설계 및 구현","백엔드 개발 가능 우대
개인 프로젝트 부트스트랩 경험
• 독립적 실행력 또는 문제 정의 및 해결 능력
• 풀스택 개발 경험
• 소셜/커뮤니티 서비스 개발 경험
• 모바일 앱 개발 경험 (React Native, Flutter 등)
• 제품 기획이나 디자인 영역에 대한 이해
• Cross-functional 역할 수행 가능한 T자형 인재
• 스타트업 또는 신사업 TF 경험
• 빠른 변화와 불확실성에 대한 적응력
• 능동적이고 주도적인 업무 스타일
• 새로운 서비스와 트렌드에 대한 높은 관심도"
"• JAVA, spring 및 springBoot를 이용한 개발경험
• MariaDB 등 RDBMS사용 경험 및 데이터 설계 & 활용
• docker 등 컨테이너환경 경험 및 활용
• B2C서비스 개발 및 운영 경험
• 내/외부 어플리케이션 연동(결제 및 인증모듈 등)
• MSA에 대한 이해도 및 application, api설계
• 원활한 협업능력
• 이하 현재 기술스택 전반적 활용에 무리가 없으신 분","•JAVA springBoot기반의 백엔드 개발
• restful API 설계 및 개발
• JPA 및 queryDSL을 활용한 웹 어플리케이션 개발
• 아이피아 서비스 기획 및 운영에 대한 협의, 설계 및 지원/운영 등","• 웹툰/웹소설 또는 쇼핑몰 등의 플랫폼 개발 및 운영 
• Docker, K8S등 컨테이너 환경에서의 개발 및 운영
• CI/CD구축 등 운영, 빌드배포 자동화 역량
• AWS 서비스 활용(EC2, ECR, EKS/ECS, RDS, S3, elastiCache 등)"
"• Container 및 Kubernetes 기술 전반에 대한 이해가 있으신 분
• Kubernetes를 사용한 서비스 운영 경험이 있으신 분
• AWS를 활용하여 애플리케이션 개발, 배포, 운영한 경험이 있으신 분
• Java(Kotlin), Spring Boot 기반의 백엔드 개발 및 운영 경험이 있으신 분
• 다양한 팀과 협업할 수 있는 커뮤니케이션 스킬과 문서 정리 능력을 갖추신 분
• 주도적으로 다양한 문제점을 인지하고 해결책을 제시하는 분","[합류 후 이런 업무를 해요]
• VD 솔루션을 안정적으로 운영하기 위해 레거시 인프라를 개선하고 모니터링합니다.
• 새로운 조직과 협업하여 프로젝트를 진행하는 경우 AWS 인프라를 처음부터 직접 설계합니다.
• 복잡한 클라우드 인프라를 안정적이고 효율적으로 관리하기 위해 콘솔 대신 Pulumi, Helm, ArgoCD 등을 사용하여 작업합니다.
• Datadog의 APM, 로그 등 여러 기능을 활용하여 서비스의 문제를 파악하고 개선합니다.

• [기술 스택 & 툴]
• AWS, Kubernetes(EKS), Docker, Linux
• GitHub, BitBucket, GitHub Actions, Datadog
• Helm, ArgoCD, Pulumi, Terraform, Terragrunt","• Java, TypeScript 중 하나 이상의 프로그래밍 언어에 능숙하신 분
• 실무에서 IaC(Infrastructure-as-a-Code) 도구를 사용해 보신 분
• 프로덕션 인프라 환경에서 전체 흐름을 이해하고, 주도적으로 개선해 본 경험이 있으신 분"
"• 백엔드 개발에서 3년 이상의 경험이 있거나 그에 준하는 실력을 갖춘 분
• Node.js와 JavaScript 또는 TypeScript 에 대한 높은 이해를 갖춘 분
• AWS에서 아키텍처 설계에 경험이 많은 분
• MySQL 쿼리 최적화 경험이 있는 분
• 배움에 대한 열정을 갖고, 지속적이고 효과적으로 피드백을 주고 받는 팀 성장을 추구 하는 분
• 맡은 작업에 대한 오너십을 갖고, 이를 완성시키는 일에 열정이 있는 분","• 클라썸 웹, 앱을 위한 백엔드 서버 개발","• RAG(Retrieval Augmented Generation)을 활용한 채팅 에이전트 개발 경험이 있으신 분
• 다양한 LLM을 활요한 feature 개발을 경험하신 분"
"• GitHub 또는 포트폴리오 제출
• 2년 이상의 개발 경력 혹은 그에 준하는 역량을 보유하신 분
• Java/Kotlin 및 Spring 기반 백엔드 개발 경험이 있는 분
• TypeScript 및 React 기반 프론트엔드 개발 경험이 있는 분
• 지속적인 학습과 피드백을 즐기며 성장 지향적인 분
• 다양한 직군과 협업하며 문제를 정의하고 해결 방안을 도출할 수 있는 협업 능력을 갖추신 분","• 자사 브랜드(스탠드오일) 홈페이지 유지 보수 및 신규 기능 개발을 통해 사용자 친화적인 구매 경험을 구축합니다.
• 무신사, 29CM, 쇼피파이 등 외부 판매 채널의 데이터를 수집 및 중앙화하여 구성원들의 반복적인 업무를 자동화합니다.
• 데이터 기반의 의사결정과 인사이트 도출을 위해 ETL 파이프라인을 설계하고 구축합니다.
• AWS 기반 서버 인프라를 운영 및 자동화하여 안정적이고 효율적인 개발 환경을 구축합니다.","• 반복적인 수작업, 비효율적인 프로세스를 자동화하거나 플랫폼화하는 데 관심이 있는 분
• AI 및 데이터를 활용한 수요 예측 및 생산 관리 최적화에 관심이 있는 분
• AWS, GCP와 같은 클라우드 환경의 설계 및 운영 경험이 있는 분
• Airflow, BigQuery 등을 활용하여 데이터 인프라를 구축한 경험이 있는 분"
"백엔드 개발자 1명 (졸업 또는 졸업 예정이신 분 우대)
• ＞ 단순 엔지니어가 아닌 서비스를 통한 문제의 해결을 팀원들과 함께 problem solver로써 이야기 할 수 있는 분
• ＞ ‘How to’ 보다 ‘Why’를 항상 생각하시는 분
• ＞ 개인 및 팀의 성장을 위해 학습을 끊임없이 진행하시는 분
• ＞ 주요 백엔드 팀원으로써 1개 이상의 프로젝트를 진행한 경험 혹은 실무 경력
• ＞ Restful API 개발 경험
• ＞ 서비스의 성능 개선 및 코드 품질 향상 능력
• ＞ 다른 직무의 인원과 원활한 의사소통 능력

기술 스택
• 언어 및 프레임워크: Python, FastAPI
• DB: MySQL, AWS Redis
• Deployment: Docker, Nginx","• 안티에이징 미용의료 플랫폼 ‘글로우백’ 서비스 백엔드 개발 및 유지보수
• 서비스 고도화 및 기획
• 서버 분리 및 서버&클라우드 최적화
• 서비스 내부 LLM 모델 프롬프팅","• ＞ LLM model prompting 및 open ai 모델 연동 경험이 있으신 분
• ＞ 클린 아키텍쳐에 대한 이해도가 있고 클린 코드를 작성할 줄 아시는 분
• ＞ CICD 파이프라인 구축 경험
• ＞ 인증 인가 설계부터 구현했던 경험
• ＞ AWS 클라우드 환경에 대해 이해도가 높으신 분
• ＞ Docker 컨테이너 환경 구축에 대한 이해와 경험을 갖고 계신 분
• ＞ 서버 보안에 관심이 많으신 분"
